"","lat","long","depth","mag","stations"
"1",62.4333,-151.1768,80.4,1.5,1
"2",18.235,-68.0373,8,2.09,3
"3",45.91983,-111.45933,-2,1.38,7
"4",64.3763,-149.7182,15,0.8,1
"5",36.6938,-116.3163,9.8,-0.4,9
"6",51.636,-178.2355,17.6,2.2,1
"7",35.70767,-121.05267,6.26,1.69,2
"8",52.1425,-165.3914,7.1,2.4,1
"9",61.3976,-150.1104,44.4,1.1,1
"10",47.76083,-113.91083,5.71,-0.58,7
"11",19.4795,-68.1683,69,2.88,3
"12",38.839,-122.78667,1.38,0.93,2
"13",38.82817,-122.84933,1.43,1.14,2
"14",59.8143,-153.397,129.1,1.6,1
"15",66.2828,-142.1613,19.1,1.2,1
"16",23.9792,94.4999,82.03,4,13
"17",38.6758,-117.0687,0,1.6,9
"18",36.73583,-121.25383,11.73,1.15,2
"19",23.7813,143.0494,10,4.7,13
"20",61.537,-148.0173,1.9,2.3,1
"21",42.88133,-123.3365,-0.52,1.83,15
"22",19.4095,-155.44583,1.02,2,4
"23",19.4796,-68.121,9,2.96,3
"24",62.0377,-149.2561,37.2,1.8,1
"25",36.08533,-117.8425,2,1.55,2
"26",65.2158,-152.6703,9.6,1.4,1
"27",36.2949,-98.1913,5,2.3,13
"28",36.775,-121.5515,-0.32,0.93,2
"29",52.9551,-167.4817,37.6,1.8,1
"30",44.562,-110.95867,12.93,1.51,14
"31",35.30183,-118.554,6.85,1.14,2
"32",19.3265,-68.4336,80,3.31,3
"33",60.477,-152.83617,3.75,0.37,1
"34",60.9987,-152.492,113.5,1,1
"35",33.35983,-116.38517,14.29,0.76,2
"36",18.5643,-66.7948,18,2.28,3
"37",59.7125,-151.4238,56.6,1,1
"38",33.83633,-117.50117,-0.54,1.63,2
"39",43.6868,-105.1455,0,2.9,13
"40",36.895,-121.61583,-0.12,1.51,2
"41",61.5037,-149.72,39.1,0.9,1
"42",19.6185,-68.0915,56,3.17,3
"43",37.64267,-118.91633,4.51,1.45,2
"44",63.3033,-151.2268,8.8,0.7,1
"45",33.9335,-116.689,0.46,0.41,2
"46",45.85883,-111.34617,6,0.97,7
"47",33.47817,-116.49983,12.44,1.01,2
"48",38.598,-122.398,8.53,1.86,2
"49",19.397,-68.1735,93,3.24,3
"50",61.4788,-150.2479,46.7,0.8,1
"51",35.06417,-118.33167,-0.99,1.28,2
"52",58.3855,-154.7695,4.55,0.51,1
"53",36.04883,-121.54683,16,1.47,2
"54",38.74517,-122.736,1.91,2.11,2
"55",59.7739,-152.8323,85.2,1.7,1
"56",33.85167,-117.48767,-0.45,1.42,2
"57",33.51617,-116.79633,5.02,0.48,2
"58",39.2628,-115.0295,2.8,1.8,9
"59",61.0841,-149.261,13.5,0.9,1
"60",45.99667,-112.471,-2,1.61,7
"61",38.45117,-113.068,4.76,1.24,14
"62",61.4396,-149.9127,31.9,1,1
"63",37.8875,-122.19917,8,0.79,2
"64",65.0024,-147.0743,14.8,0.7,1
"65",37.45717,-118.89417,3.14,0.58,2
"66",33.92567,-116.97717,12.98,0.63,2
"67",61.4945,-149.9332,42.9,1.1,1
"68",45.3095,-123.08983,-0.48,1.77,15
"69",38.6393,-119.7756,6.9,1.1,9
"70",19.5341,-68.1508,53,2.91,3
"71",-12.0186,-13.7724,10,4.7,13
"72",33.56233,-116.779,6.73,0.68,2
"73",35.6346,-97.9568,5,2.5,13
"74",19.359,-68.1331,87,3.26,3
"75",-11.2267,112.1585,10,4.3,13
"76",19.1691,-68.2615,83,3.22,3
"77",59.6462,-153.1864,104,2.8,1
"78",36.3209,-116.3327,4.2,0.6,9
"79",37.67567,-122.50883,12.57,2.79,2
"80",60.4682,-151.7419,65.1,1.4,1
"81",37.393,-118.76217,13.68,2.91,2
"82",37.396,-118.75933,13.54,1.68,2
"83",61.6061,-148.2501,14.4,1,1
"84",36.5715,-121.1635,3.32,1.32,2
"85",52.2351,-169.4199,35,3.9,13
"86",38.81583,-122.80434,3.28,0.89,2
"87",52.0702,-174.7121,10.84,2.6,13
"88",34.22567,-118.5015,13.31,2.82,2
"89",37.49567,-113.85133,6.81,1.61,14
"90",37.54117,-119.01033,1.92,0.46,2
"91",61.9261,-150.1297,2.5,1.3,1
"92",19.4991,-68.18,55,2.9,3
"93",-10.2721,118.7875,30.1,4.2,13
"94",61.4886,-149.7396,39.4,1.4,1
"95",61.4194,-149.9403,44.4,1.4,1
"96",2.3663,95.7761,10,4,13
"97",38.54867,-122.45667,9.75,1.84,2
"98",58.2914,-154.9874,1.6,1,1
"99",19.4915,-68.1018,63,3.98,3
"100",61.0614,-151.1282,62.5,1.3,1
"101",54.1255,-165.934,3.18,-0.2,1
"102",-39.4453,-16.5829,10,4.7,13
"103",19.3423,-68.147,92,3.13,3
"104",34.34883,-117.59033,7.77,0.44,2
"105",19.16083,-155.4435,31.37,1.68,4
"106",38.81533,-122.81583,2.11,1.27,2
"107",19.498,-68.0658,12,4.25,3
"108",46.29033,-123.09633,4.21,0.97,15
"109",60.0415,-153.24333,4.53,0.82,1
"110",36.82667,-121.54933,5.08,2.17,2
"111",61.3879,-150.0844,41.4,1.2,1
"112",61.2982,-151.4227,71.1,1.8,1
"113",-12.8791,45.3061,10,4.6,13
"114",19.4021,-68.185,98,3.25,3
"115",38.29,-118.4878,11.7,-0.2,9
"116",38.2917,-118.4715,8.4,0.2,9
"117",40.3125,-124.45883,6.18,2.43,2
"118",61.7543,-149.548,39.4,2.3,1
"119",38.4056,-118.9358,8.9,1.2,9
"120",17.9271,-68.4571,82,3,3
"121",-4.6334,-105.48,10,5.9,13
"122",21.831,120.5791,10,5,13
"123",19.4055,-155.27783,0.25,1.7,4
"124",53.0142,-167.2323,11.4,2.2,1
"125",62.8352,-150.7522,83.6,1.3,1
"126",61.5136,-149.9079,41.7,1.1,1
"127",33.48383,-116.78767,4.44,0.08,2
"128",60.0905,-151.7389,58.5,1.2,1
"129",59.6974,-150.5471,45.3,1.4,1
"130",55.0192,-160.7246,13.3,1.6,1
"131",33.04783,-116.34917,13.07,1.15,2
"132",52.4402,-166.4328,10,2.1,1
"133",57.4559,-155.8642,1.7,2,1
"134",33.52833,-116.78433,7.54,0.24,2
"135",37.53917,-118.88667,6.02,0.42,2
"136",38.5437,-118.349,5.2,0.6,9
"137",43.854,-121.38483,1.81,0.2,15
"138",61.4901,-149.7092,29.8,2.2,1
"139",46.87167,-112.52383,15.39,1.21,7
"140",61.4924,-149.7214,35.6,1.8,1
"141",58.3116,-136.9158,10.2,2,1
"142",33.51817,-116.795,4.69,0.08,2
"143",64.5419,-165.4352,18,1,1
"144",36.567,-121.16217,6.53,2.23,2
"145",38.9909,-119.7449,6.6,0.7,9
"146",62.5415,-152.2503,15.6,1.2,1
"147",59.09,-151.9018,52.1,1.5,1
"148",46.4945,-122.337,17.72,1.14,15
"149",36.473,-121.05033,-0.21,1.47,2
"150",33.92367,-116.82817,4.01,0.44,2
"151",38.346,-115.7836,3.8,1.8,9
"152",37.48217,-121.63933,4.71,0.77,2
"153",36.5076,-115.2352,8.4,1.3,9
"154",38.83283,-122.799,2.37,0.31,2
"155",61.4985,-149.9223,45.5,1,1
"156",45.84983,-111.49033,5.97,0.06,7
"157",61.9097,-150.0887,14.1,0.7,1
"158",-6.3468,155.0271,83.85,4.7,13
"159",37.68533,-119.38067,15.96,1.3,2
"160",57.8842,-155.1675,70.1,1.7,1
"161",33.57183,-116.77267,6.86,0.45,2
"162",61.4015,-150.0938,39.4,1.1,1
"163",51.7595,-178.82417,11.24,0.09,1
"164",39.0804,-118.6553,0,0.8,9
"165",61.4029,-150.0828,37.4,1.3,1
"166",45.55783,-111.87433,5.84,0.61,7
"167",59.5487,-152.6716,78.7,1.5,1
"168",33.5725,-116.71183,1.81,0.19,2
"169",38.81183,-122.82283,2,0.8,2
"170",63.5289,-147.3638,75.9,2.6,1
"171",47.787,-113.8435,15.87,-0.02,7
"172",61.41,-149.9591,41.3,1.1,1
"173",33.94667,-118.444,13.4,2.12,2
"174",12.3767,-87.7238,59.35,4.5,13
"175",38.3921,-118.9138,11,0.6,9
"176",60.1277,-152.6502,89.7,1.4,1
"177",-1.8379,119.5132,10,4.5,13
"178",51.1803,-178.1108,16.3,1.9,1
"179",33.5285,-116.78317,7.54,0.02,2
"180",33.48933,-116.79283,4.76,0.52,2
"181",38.3542,-118.3284,7.9,0.1,9
"182",61.4055,-150.0855,40.7,1.1,1
"183",61.509,-149.8997,39.6,1.2,1
"184",61.5312,-150.2333,46.9,0.9,1
"185",38.4527,-118.6159,9.7,-0.3,9
"186",62.1045,-150.8975,60.7,2.4,1
"187",34.00983,-117.59117,3.25,0.79,2
"188",62.1596,-151.5317,87,1.4,1
"189",57.6137,-154.8759,66.6,1.4,1
"190",38.352,-115.7779,0,1.4,9
"191",37.0481,-104.9647,6.34,1.7,13
"192",53.881,-166.967,14.79,0.03,1
"193",63.8276,-148.4187,100.3,1.2,1
"194",34.00183,-116.77083,12.7,1.07,2
"195",45.91183,-111.36767,5.88,0.43,7
"196",33.65367,-116.65767,13.45,0.69,2
"197",19.33117,-155.13517,5.57,2.59,4
"198",45.57917,-111.90467,6.24,-0.29,7
"199",59.9303,-153.2612,112.3,1.6,1
"200",18.7226,-66.8595,92,2.38,3
"201",39.8905,-120.7459,6.1,0.7,9
"202",61.6197,-146.3966,24.7,1.5,1
"203",56.2122,-152.7795,10.2,2,1
"204",64.6749,-147.1348,12.4,1.4,1
"205",36.7481,-116.1487,4.9,-0.5,9
"206",9.8388,126.2103,44.46,4.8,13
"207",36.7494,-116.1529,2.3,-0.2,9
"208",61.2756,-152.2081,111.3,1.9,1
"209",61.9211,-150.0739,8.5,0.9,1
"210",61.3441,-150.0392,41.5,1.7,1
"211",60.3393,-152.6345,101.3,1.8,1
"212",38.4737,-118.3576,5.2,0.4,9
"213",64.6756,-147.164,12.7,1.1,1
"214",38.2913,-118.4771,9.4,0.2,9
"215",-20.5247,171.2829,103.49,4.3,13
"216",38.291,-118.4774,9.2,-0.4,9
"217",38.295,-118.4828,8.6,0,9
"218",38.2937,-118.4771,8.9,-0.3,9
"219",52.4377,-164.6177,10,2.5,13
"220",33.56767,-116.77833,5.99,0.49,2
"221",34.00283,-118.754,13.39,1.27,2
"222",19.444,-68.1368,74,2.82,3
"223",38.81917,-122.80666,2.89,0.82,2
"224",34.12683,-117.77483,4.71,0.44,2
"225",63.3374,-144.9531,7.5,0.7,1
"226",63.4705,-151.2804,11,2.1,1
"227",19.4916,-68.1685,53,2.47,3
"228",38.81133,-122.825,1.3,1.15,2
"229",63.5485,-148.16,18.4,1,1
"230",61.3839,-150.1004,41.2,1.1,1
"231",61.4145,-150.081,41.6,0.9,1
"232",69.5178,-144.5392,14.2,2.6,1
"233",46.4615,-122.41433,11.27,0.5,15
"234",59.8163,-139.2197,1.7,1.6,1
"235",34.02817,-117.2295,16.5,3.2,2
"236",36.6992,-116.3118,9.2,0.3,9
"237",37.64167,-118.819,1.68,0.47,2
"238",38.8405,-122.8385,1.59,1.11,2
"239",61.7313,-148.2136,12.7,1.7,1
"240",-25.8985,-70.6676,51,5.6,13
"241",58.182,-155.38167,2.39,-0.93,1
"242",58.7668,-157.8907,3.5,1.4,1
"243",54.4151,-160.7492,19.18,2.9,13
"244",55.6801,-149.2131,7.24,3.3,13
"245",61.4853,-149.9431,39.2,1.1,1
"246",61.4218,-150.0502,40.6,1.1,1
"247",19.4848,-68.1418,79,2.61,3
"248",64.7953,-148.756,17.1,2,1
"249",34.40483,-116.88417,3.27,0.98,2
"250",19.3016,-68.1906,106,2.95,3
"251",18.2475,-67.9053,117,2.93,3
"252",59.3251,-153.1604,81.9,1.6,1
"253",57.0512,-154.615,47.8,1.3,1
"254",39.633,-119.3609,11.4,0.8,9
"255",61.0093,-149.9648,39.3,1.4,1
"256",51.4041,-176.1673,10,2.3,1
"257",63.3459,-144.9401,10,0.7,1
"258",33.32267,-116.39633,6.53,0.65,2
"259",17.8191,-66.6448,13,1.61,3
"260",-15.1799,-173.0213,10,5.3,13
"261",39.6696,-120.1564,10.4,-0.5,9
"262",60.6283,-142.7084,4,1.4,1
"263",61.4267,-150.0847,44.5,1,1
"264",62.7077,-151.7024,7,1,1
"265",38.788,-122.77517,1.04,0.6,2
"266",18.6816,-64.5458,129,3.44,3
"267",63.4838,-150.8358,10,0.7,1
"268",61.6334,-149.7998,36.8,1.3,1
"269",36.60467,-121.215,8.16,1.48,2
"270",63.5628,-147.4839,5.4,1,1
"271",53.66183,-166.87617,4.39,0.65,1
"272",17.974,-66.282,8,2.45,3
"273",19.556,-68.1178,65,3.13,3
"274",61.0588,-152.3669,110.8,1.5,1
"275",19.4893,-68.3446,58,3.26,3
"276",63.6144,-147.3827,6.7,1.5,1
"277",23.7346,122.4948,24.94,5.3,13
"278",19.388,-68.1795,66,2.59,3
"279",19.1165,-68.2758,113,2.65,3
"280",33.49133,-116.789,6.49,0.22,2
"281",61.4178,-150.0988,39.6,1.7,1
"282",63.5516,-151.2603,10,0.9,1
"283",52.7045,-168.5633,39.6,2,1
"284",19.2911,-68.0678,93,3.71,3
"285",60.1245,-153.1377,129.3,1.7,1
"286",19.3805,-155.50883,8.3,1.07,4
"287",33.80533,-116.88167,12.18,0.79,2
"288",38.8345,-122.79266,1.7,0.82,2
"289",-56.3606,-26.968,69.93,4.8,13
"290",47.70033,-122.62167,4.75,0.13,15
"291",36.7589,-116.2157,2.5,-0.3,9
"292",61.3865,-150.096,42.4,1.1,1
"293",33.95283,-116.95883,5.56,0.94,2
"294",61.4292,-150.0355,45.8,1.1,1
"295",33.50767,-116.79483,4.24,0.27,2
"296",-17.7178,-178.3599,567.41,4.3,13
"297",62.2494,-149.2904,48,1.4,1
"298",63.7582,-148.3365,85.7,1.2,1
"299",19.418,-68.2945,7,2.74,3
"300",61.4558,-149.9595,29.2,1.8,1
"301",19.5921,-68.1471,84,3.21,3
"302",38.813,-122.82584,1.68,0.31,2
"303",64.0737,-148.2292,11.3,1,1
"304",44.54983,-113.23883,-0.06,1.58,7
"305",18.0521,-67.371,150,2.83,3
"306",61.0235,-151.0093,10.2,1.5,1
"307",37.37367,-118.77683,13.55,1.64,2
"308",63.5289,-150.7506,10.3,1,1
"309",51.4684,-177.7522,10,2,1
"310",33.70567,-116.752,16.14,0.47,2
"311",33.70533,-116.75017,16.18,0.44,2
"312",38.7409,-117.8793,0,1,9
"313",57.2252,-157.4337,5.3,1.3,1
"314",38.392,-118.2381,6.7,0.2,9
"315",37.55817,-118.93067,9.12,0.43,2
"316",11.5913,125.7895,35,5,13
"317",-6.1896,154.2313,10,4.6,13
"318",59.9711,-136.7737,15.8,1.7,1
"319",62.9649,-150.694,105.1,2,1
"320",69.405,-143.9649,5,1,1
"321",-18.5541,-175.4989,250.87,4.6,13
"322",33.671,-116.73767,13.91,0.29,2
"323",69.5404,-144.8405,6.3,1,1
"324",34.40767,-116.89183,1.86,3.56,2
"325",56.2157,-157.1271,40.1,2,1
"326",27.147,128.9968,35,4.4,13
"327",18.577,145.5511,158.62,4.5,13
"328",69.6191,-145.276,16.6,2.1,1
"329",63.4326,-148.694,98.2,2.3,1
"330",-24.0393,-179.6856,514.52,4.2,13
"331",45.63933,-123.22717,19.01,1.39,15
"332",-5.8835,153.624,10,4.7,13
"333",58.1712,-155.3639,5,0.9,1
"334",33.5045,-116.793,4.84,1.11,2
"335",33.51333,-116.80367,3.83,0.28,2
"336",17.456,-93.9655,171.68,5.4,13
"337",38.5836,-118.5981,7.9,0.3,9
"338",64.7174,-148.5224,3.9,1,1
"339",64.9864,-147.3198,0,1.5,1
"340",69.5048,-144.4164,12.7,2.3,1
"341",38.6605,-117.251,1,1.8,9
"342",-27.9708,-66.8873,170.25,4.2,13
"343",60.9197,-151.3672,62.9,1.4,1
"344",61.587,-148.2467,15.3,1.5,1
"345",61.0943,-148.3527,0,1.2,1
"346",-55.247,-30.9391,10,4.9,13
"347",61.4787,-151.3162,7.1,0.7,1
"348",54.5668,-161.9205,1.1,2,1
"349",60.8293,-150.6356,48.9,1.7,1
"350",-20.9305,-177.9922,457.27,4.7,13
"351",40.429,-125.50367,21.85,3.37,2
"352",33.49217,-116.78983,4.68,0.73,2
"353",-19.2207,169.0187,135.21,4.1,13
"354",9.7954,126.2217,58.47,4.5,13
"355",36.7888,-115.9653,4.9,-0.1,9
"356",35.0315,-117.68733,-0.82,1.66,2
"357",18.90383,-155.16933,9.41,1.78,4
"358",33.492,-116.79,4.85,0.22,2
"359",59.901,-152.9641,112,2.4,1
"360",33.50667,-116.48933,13.2,0.78,2
"361",60.2221,-153.0912,129.7,1.6,1
"362",61.3204,-150.1034,45,1.2,1
"363",62.8986,-151.2254,103,1.4,1
"364",61.4399,-150.0223,49.3,1.7,1
"365",-15.523,-72.3651,111.9,5.5,13
"366",58.19867,-155.27167,2.18,-0.66,1
"367",-17.9346,-178.3144,586.41,4.4,13
"368",17.5699,145.5039,484.86,4.2,13
"369",18.0621,-67.0683,100,2.51,3
"370",46.35317,-122.75283,-0.76,1.13,15
"371",-14.9536,-177.222,367.42,4.3,13
"372",38.8095,-122.82083,1.74,1.11,2
"373",69.4328,-144.1215,3.4,2,1
"374",37.60533,-118.92883,6.04,0.38,2
"375",40.2979,-118.7589,0,2.1,9
"376",38.2844,-119.3485,10.1,1.1,9
"377",12.8627,-88.2812,68.4,4.5,13
"378",33.72017,-116.82333,15.48,0.61,2
"379",64.3266,-149.7337,17.3,0.8,1
"380",35.46433,-115.53867,-1.06,2.13,2
"381",32.9785,-115.55417,8.37,1.37,2
"382",59.6832,-153.3401,108.9,1.6,1
"383",38.84217,-122.8385,1.5,0.89,2
"384",44.727,-123.24217,-0.46,1.26,15
"385",57.988,-152.4992,39.7,1.5,1
"386",46.86217,-112.53867,12.29,1.54,7
"387",38.3901,-118.9124,8.9,0.5,9
"388",19.2365,-155.38467,30.18,1.87,4
"389",59.806,-150.7987,37.7,1.5,1
"390",38.821,-122.79983,1.46,1.23,2
"391",38.84233,-122.83933,1.97,1.05,2
"392",19.41333,-155.27933,1.1,1.7,4
"393",18.9981,-68.8153,165,3.41,3
"394",33.51167,-116.79817,5.1,0.65,2
"395",36.15733,-89.3995,7.77,1.6,8
"396",19.51233,-155.654,4.3,2.18,4
"397",57.9468,-152.5153,45.8,3.2,1
"398",39.2729,-115.0359,0,1.9,9
"399",38.83267,-122.801,1.63,0.65,2
"400",35.362,-118.10633,1.58,1.22,2
"401",37.6515,-118.79617,2.75,0.5,2
"402",32.82183,-117.05617,-0.1,1.09,2
"403",34.63667,-117.122,-1.14,1.74,2
"404",61.4981,-156.9957,18.5,1.1,1
"405",37.63117,-118.93283,4.94,0.73,2
"406",33.51867,-116.79433,4.65,0.4,2
"407",33.50767,-116.80333,3.87,1.65,2
"408",-30.6978,-71.1616,74.22,4.4,13
"409",69.4744,-144.2034,4.6,1.1,1
"410",39.2486,-120.1104,9.5,-0.3,9
"411",35.9915,-120.93733,6.12,1.24,2
"412",33.48317,-116.78967,3.63,0.29,2
"413",43.7589,-105.2797,0,3.2,13
"414",37.32417,-122.10667,-0.26,1.51,2
"415",19.40633,-155.27817,0.4,1.9,4
"416",33.48433,-116.786,3.33,0.46,2
"417",37.474,-115.2264,0.8,1.1,9
"418",54.64117,-164.86083,22.48,1.31,1
"419",61.3717,-150.0215,44.9,1.3,1
"420",44.553,-122.47017,-1.41,1.23,15
"421",38.2823,-119.0773,14.1,0.6,9
"422",51.4708,-176.5957,25.9,2,1
"423",37.1044,71.3265,105.95,4.3,13
"424",61.3921,-150.1111,42.8,1.4,1
"425",46.32217,-111.611,-2,1.71,7
"426",38.77333,-122.77517,0.37,0.7,2
"427",36.6067,-116.1995,2.5,-0.2,9
"428",61.4866,-149.8909,42.6,1.4,1
"429",33.56967,-116.77433,6.36,0.67,2
"430",38.81717,-122.78067,1.95,0.28,2
"431",47.75083,-113.814,5.27,-0.26,7
"432",19.512,-155.6555,4.19,2.13,4
"433",18.6345,-67.0888,65,2.58,3
"434",61.5165,-149.9366,43.3,1.3,1
"435",52.2493,-174.219,143.49,2.6,13
"436",43.4453,-126.7566,10,3.7,13
"437",61.4128,-150.0369,46.7,2.7,1
"438",69.5453,-144.4092,3.2,1.2,1
"439",38.79883,-122.798,0.35,1.47,2
"440",63.4647,-150.9196,15.3,0.9,1
"441",33.49383,-116.791,4.88,0.35,2
"442",18.2991,-64.7376,67,2.32,3
"443",32.60933,-115.72617,7.32,1.29,2
"444",38.7825,-122.69217,6.06,0.73,2
"445",61.6949,-147.3399,34.9,1.4,1
"446",62.3535,-148.6363,17.2,2,1
"447",64.6691,-147.1572,14.1,1,1
"448",38.83467,-122.78633,1.48,-0.18,2
"449",61.7769,-149.8426,40.6,1.9,1
"450",60.7891,-151.1005,67.4,1.4,1
"451",61.3834,-150.0527,38,1.7,1
"452",36.76933,-121.28133,8.93,1.86,2
"453",39.9969,-120.8242,5.9,0.5,9
"454",38.7485,-122.719,6.17,0.4,2
"455",33.56617,-116.77467,6.08,-0.01,2
"456",59.0252,-153.1706,68.1,2.5,1
"457",44.7295,-110.0295,8.02,1.76,14
"458",37.66817,-118.87017,2.62,-0.22,2
"459",38.81467,-122.81817,2.02,1.57,2
"460",39.3198,-120.3693,7.3,0,9
"461",-3.0859,139.6899,35,5,13
"462",61.4282,-149.9362,42.8,1.4,1
"463",69.564,-144.6745,15.1,1.5,1
"464",37.3168,20.9175,10,4.2,13
"465",53.3023,-168.6879,99.9,2.2,1
"466",19.909,-155.15216,10.48,1.91,4
"467",48.69567,-120.33683,9.02,1.75,15
"468",64.6791,-147.1685,18.6,0.4,1
"469",65.9028,0.5506,10,4.2,13
"470",45.87033,-111.371,4,1.32,7
"471",33.26033,-117.44817,14.34,0.88,2
"472",19.147,-155.48849,33.73,1.87,4
"473",59.1196,-152.3642,68.5,1.9,1
"474",51.4939,179.4722,71.3,2.9,1
"475",-4.9672,154.8447,482.57,4.5,13
"476",33.36367,-116.41167,5.59,0.44,2
"477",18.8001,-67.6188,11,2.36,3
"478",63.5268,-150.9043,7.6,0.9,1
"479",36.02167,-117.77683,2.02,0.65,2
"480",36.85667,-121.58083,5.17,1.4,2
"481",44.6755,-109.94583,5.3,1.13,14
"482",33.56817,-116.7775,6.32,0.46,2
"483",53.4818,-163.4995,22.7,2.3,1
"484",38.3908,-118.2285,8.1,0.2,9
"485",33.57167,-116.7715,6.45,0.46,2
"486",61.885,-150.0992,14.9,1.1,1
"487",19.2351,-65.3715,56,2.3,3
"488",40.32167,-123.92133,29.95,2.13,2
"489",-18.0449,-178.3704,562.32,4.4,13
"490",46.86483,-112.521,13.63,1.26,7
"491",36.9149,-98.15,5,2.3,13
"492",61.4659,-149.9355,50.8,1.7,1
"493",33.4875,-116.7885,4.61,0.96,2
"494",69.5953,-145.1777,9.7,1.2,1
"495",44.6865,-109.98933,10.79,1.17,14
"496",18.819,-67.4806,9,2.86,3
"497",33.51633,-116.7935,4.33,0.67,2
"498",55.0603,-160.5929,59.6,1.8,1
"499",61.4813,-150.2247,49,1.1,1
"500",61.491,-149.953,37.7,1,1
"501",33.51633,-116.79617,5.08,0.42,2
"502",36.22967,-118.329,2.28,1.84,2
"503",61.3839,-150.0866,45.8,1.7,1
"504",44.8,-111,9.58,1.08,14
"505",4.4073,149.7314,10,4.4,13
"506",36.0195,-117.773,1.45,-0.11,2
"507",-14.2595,167.5426,10,4.5,13
"508",33.519,-116.79583,5.37,0.06,2
"509",33.51017,-116.45067,7.29,0.06,2
"510",34.012,-117.5865,4.52,1.11,2
"511",38.81733,-122.80167,2.26,1.14,2
"512",46.8675,-112.52467,12.38,1.4,7
"513",36.08483,-117.84333,2.51,0.42,2
"514",-25.5682,179.4954,504.64,4.5,13
"515",45.563,-111.8755,5.87,-0.08,7
"516",33.51333,-116.8,4.12,0.79,2
"517",33.51817,-116.796,4.91,0.6,2
"518",60.9407,-152.4228,121.8,1.8,1
"519",33.31517,-116.40383,8.68,0.68,2
"520",19.05017,-155.407,35.98,1.91,4
"521",61.9147,-144.0316,4.1,1.1,1
"522",51.572,16.1672,10,4.9,13
"523",19.43317,-155.618,-1.15,1.7,4
"524",33.50383,-116.80217,3.56,1.59,2
"525",65.1796,-149.0179,0.6,0.7,1
"526",36.6914,-116.3144,10.6,-0.2,9
"527",33.67517,-116.7765,13.86,0.77,2
"528",53.873,-163.5107,16.15,2.5,13
"529",31.3272,-103.4848,5.05,2.6,13
"530",38.3395,-115.7906,2,1.5,9
"531",36.08467,-117.836,1.78,0.68,2
"532",34.82767,-118.883,10.63,0.97,2
"533",38.8175,-122.81633,1.86,1.12,2
"534",39.64683,-111.22233,-0.9,1.52,14
"535",60.4811,-150.0687,39,1.5,1
"536",52.2994,-175.7678,158.22,2.6,13
"537",36.333,-117.99117,0.67,0.92,2
"538",33.52633,-116.79017,5.76,0.12,2
"539",33.50933,-116.80133,4.26,1.23,2
"540",39.6028,-119.4135,12.6,0.5,9
"541",38.828,-122.7955,1.07,0.79,2
"542",61.411,-149.9698,46,3.4,1
"543",45.85517,-111.34917,6.02,0.48,7
"544",68.1394,-164.1561,11.1,0.9,1
"545",38.77083,-122.74383,0.45,1.66,2
"546",33.67233,-116.7445,12.23,0.38,2
"547",61.5223,-150.2485,48.2,1.4,1
"548",36.0025,-117.87933,2.33,0.73,2
"549",37.0485,-121.49917,7.65,1.19,2
"550",37.0525,-121.50233,7.63,0.83,2
"551",33.171,-116.41717,7.92,0.74,2
"552",36.7608,-115.8315,8.9,0.2,9
"553",19.0026,-65.0146,62,3.25,3
"554",38.83017,-122.75584,0.11,0.65,2
"555",45.862,-111.349,5.99,1.11,7
"556",37.47617,-118.848,5.84,0.78,2
"557",-31.7153,-71.3729,46.82,4.3,13
"558",63.5879,-150.7727,5.6,1.5,1
"559",37.04867,-121.50017,6.93,1.94,2
"560",53.8489,-163.9759,25.5,2.2,1
"561",33.60717,-116.72467,4.12,0.22,2
"562",17.9886,-66.7426,18,2.01,3
"563",61.4917,-150.1874,49.2,2.7,1
"564",45.55683,-111.874,5.85,-0.02,7
"565",36.8585,-121.58717,5.41,1.64,2
"566",35.88983,-120.31033,7.46,0.75,2
"567",19.436,-155.33501,4.92,1.75,4
"568",61.3994,-146.524,16.3,1.3,1
"569",38.84317,-122.828,1.76,1.36,2
"570",61.4392,-150.0512,45.9,1.3,1
"571",69.572,-144.858,18.3,2.4,1
"572",61.5528,-149.9038,49,1.8,1
"573",59.5361,-139.3096,10.2,1.9,1
"574",-14.8147,167.3791,125.87,4.8,13
"575",33.51783,-116.79583,4.99,0.05,2
"576",17.9485,-66.4161,24,1.41,3
"577",36.68733,-121.309,1.94,1.84,2
"578",59.4564,-152.9378,82.6,1.9,1
"579",53.3318,-167.2957,69.2,1.7,1
"580",38.7125,-105.2574,5,1.3,13
"581",19.42467,-155.62433,0.51,1.22,4
"582",37.4108,-114.9436,5.9,1.4,9
"583",36.6065,-121.21583,8.08,1.96,2
"584",45.20717,-112.795,5.78,0.37,7
"585",33.31383,-116.105,2.11,1.26,2
"586",62.1937,-150.1257,17.5,1.2,1
"587",38.3933,-118.9182,0,0.4,9
"588",38.352,-118.8762,12.9,0.7,9
"589",36.59533,-121.19933,5.91,1.3,2
"590",-18.0112,-178.4552,580.92,4.3,13
"591",60.1225,-140.6697,11.8,1.4,1
"592",33.53267,-116.70983,2.59,0.59,2
"593",61.357,-149.9789,42.3,1.5,1
"594",33.6345,-116.69067,12.06,0.6,2
"595",64.8284,-150.1845,17.2,0.6,1
"596",69.5155,-144.26,16.2,1.3,1
"597",59.7737,-151.8667,63,1.7,1
"598",64.571,-147.8682,13.2,0.1,1
"599",58.1805,-155.3345,-2.15,0.21,1
"600",36.01967,-117.81183,1.44,0.94,2
