"","lat","long","depth","mag","stations"
"4552",61.438,-149.9905,42.4,1.1,1
"4553",61.4589,-149.9572,38.7,0.9,1
"4554",19.26833,-155.3495,27.85,1.92,4
"4555",-15.0012,-173.341,10,4.4,13
"4556",61.4724,-149.9029,30.9,2.5,1
"4557",60.9159,-152.3784,4,0.9,1
"4558",64.7179,-151.0992,14.1,1,1
"4559",61.8975,-149.0996,41.2,1.1,1
"4560",19.6506,-68.309,69,3.24,3
"4561",61.8296,-154.0301,3.3,1.8,1
"4562",32.5803,140.5193,72.23,4.2,13
"4563",59.7669,-153.015,94.9,2,1
"4564",34.30217,-117.057,9.46,1.75,2
"4565",-3.122,146.5755,10,4.6,13
"4566",60.544,-152.6719,8.7,0.2,1
"4567",51.4833,-178.195,63,1.6,1
"4568",32.89033,-115.55333,5.8,1.28,2
"4569",62.875,-151.0191,98,1.2,1
"4570",61.9069,-149.203,15,0.6,1
"4571",-3.1956,146.5021,10,5.7,13
"4572",37.6634,-105.5332,5,1.3,13
"4573",61.8324,-150.216,50.5,1.1,1
"4574",61.5115,-149.9292,48.1,1,1
"4575",51.3509,-177.6756,29.7,2,1
"4576",-3.0945,146.4441,10,4.6,13
"4577",61.3807,-149.9725,43,1.3,1
"4578",53.2545,-165.8064,35,2.6,13
"4579",-3.1482,146.593,10,4.5,13
"4580",-3.0649,146.4442,10,5.1,13
"4581",37.10217,-97.99783,4.78,1.61,5
"4582",33.5015,-116.80083,2.73,1.8,2
"4583",33.17783,-115.6335,8.53,0.92,2
"4584",19.6328,-68.3833,19,3.1,3
"4585",56.4564,-148.1791,21.06,3,13
"4586",-3.2566,146.5611,10,4.6,13
"4587",-3.1029,146.4315,10,4.9,13
"4588",33.60717,-116.72533,3.04,1.12,2
"4589",-3.3713,146.5879,10,4.8,13
"4590",61.5558,-150.0634,42.4,1.4,1
"4591",-3.0558,146.2531,10,4.4,13
"4592",38.8171,-118.7092,7.9,1.5,9
"4593",4.0359,126.0547,133.52,4.9,13
"4594",-3.1497,146.356,10,5.1,13
"4595",-3.1026,146.5888,10,5,13
"4596",45.7734,153.5739,10,4.6,13
"4597",59.0656,-152.967,68.3,1.9,1
"4598",60.1127,-151.8482,76.5,1.7,1
"4599",-3.2307,146.3889,10,6.2,13
"4600",38.7562,-118.6332,0.4,1.6,9
"4601",60.7133,-137.7469,12.5,0.7,1
"4602",33.2255,-116.734,10.94,0.59,2
"4603",60.3419,-152.195,83.8,1.4,1
"4604",36.4695,-121.06233,6.28,1.26,2
"4605",33.9955,-116.84567,13.18,1.17,2
"4606",56.4615,-148.5992,21.87,2.8,13
"4607",61.3859,-149.8354,54.5,1.2,1
"4608",37.64183,-118.94117,4.58,0.3,2
"4609",33.22733,-116.746,10.47,2.53,2
"4610",61.5239,-141.1748,0,1.2,1
"4611",37.8485,-122.23833,10.52,3.39,2
"4612",61.2839,-150.1485,42.7,1.1,1
"4613",21.6372,143.0863,287.79,4.1,13
"4614",-18.2617,-178.4251,608.18,4.5,13
"4615",61.4987,-146.4159,26.8,1.5,1
"4616",54.7912,-159.4247,40.04,2.7,13
"4617",37.4823,20.8328,10,4.3,13
"4618",61.9742,-150.9425,56.9,1.1,1
"4619",47.8455,154.2568,60.7,4.3,13
"4620",37.0904,-97.3354,5,2.3,13
"4621",33.16317,-115.6445,2.89,3.08,2
"4622",33.5135,-116.79417,3.64,0.4,2
"4623",38.836,-122.83033,2.14,0.89,2
"4624",41.7386,81.6901,10,4.7,13
"4625",61.5197,-149.8897,43.1,1.5,1
"4626",44.5735,-110.95617,12.87,0.23,14
"4627",54.5969,-161.7977,21.4,3.2,13
"4628",64.9279,-148.1507,15.4,0.9,1
"4629",33.31883,-116.417,6.73,1.65,2
"4630",33.4945,-116.79883,3.46,1.8,2
"4631",64.2586,-148.9583,17.3,0.6,1
"4632",44.7875,-111.07317,8.34,-0.46,14
"4633",64.2538,-148.9937,7.6,0.5,1
"4634",29.6356,-114.1301,10,5.3,13
"4635",33.49283,-116.80417,2.98,1.55,2
"4636",61.3834,-150.0411,36.9,1.5,1
"4637",64.2559,-148.9545,21.7,0.6,1
"4638",64.8051,-147.7224,4.4,0.4,1
"4639",19.37517,-155.24899,28.13,1.76,4
"4640",64.7958,-147.7982,13.7,0.6,1
"4641",37.3555,-104.579,5,1.1,13
"4642",64.2432,-148.9558,14.4,0.8,1
"4643",69.6134,-145.1274,16.5,1.7,1
"4644",33.1655,-115.64733,2.09,1.85,2
"4645",60.7957,-150.8996,65,1.2,1
"4646",17.9774,123.2243,35,4.6,13
"4647",33.24933,-116.28433,11.37,0.58,2
"4648",64.2494,-149.02,4.7,1.1,1
"4649",64.2351,-148.9182,1.8,2.5,1
"4650",64.2226,-149.0188,19.1,3.7,1
"4651",32.947,-115.53033,8.25,1.54,2
"4652",18.1061,-68.3495,103,3.22,3
"4653",61.4142,-150.0452,44.5,1.6,1
"4654",33.48333,-116.7865,4.09,0.5,2
"4655",64.5155,-149.2893,17,0.4,1
"4656",60.6618,-152.302,88.6,1.6,1
"4657",36.2355,-120.41833,14.85,2.05,2
"4658",44.77783,-112.97717,4.41,0.91,7
"4659",61.3933,-150.0816,34.9,0.9,1
"4660",37.641,-118.81233,2.62,1.42,2
"4661",64.6345,-149.1682,14.5,0.3,1
"4662",34.469,-119.21367,0.59,2.02,2
"4663",61.3827,-150.0976,32.2,1.5,1
"4664",37.076,-97.3558,6.88,2.3,13
"4665",-4.1918,68.1968,10,5.1,13
"4666",38.802,-122.78217,1.51,0.98,2
"4667",66.2286,-157.4454,13.9,1.1,1
"4668",61.3981,-150.0174,40.6,1.6,1
"4669",63.2035,-150.7269,124.9,2.3,1
"4670",-5.5495,151.8628,54.52,4.4,13
"4671",33.0675,-116.40833,14.38,0.75,2
"4672",-32.2286,-71.8463,10,4.3,13
"4673",36.66033,-121.13117,9.66,1.44,2
"4674",60.9248,-149.3762,29.3,1.7,1
"4675",47.38367,-112.88433,26.23,1.63,7
"4676",33.8805,-116.662,13.28,0.77,2
"4677",18.6525,-66.9366,17,2.27,3
"4678",37.645,-118.813,1.98,0.31,2
"4679",59.7481,-136.491,0.1,1.4,1
"4680",32.6875,-117.134,11.24,1.26,2
"4681",52.5106,-170.5733,51.72,3.1,13
"4682",33.041,-116.43167,6.9,0.72,2
"4683",37.0627,-97.3703,5,2.5,13
"4684",37.64317,-118.81367,2.5,0.75,2
"4685",33.137,-116.62967,4.56,0.41,2
"4686",33.3205,-116.405,7.56,0.75,2
"4687",33.67767,-116.643,15.79,0.67,2
"4688",61.5726,-152.0074,102.6,1.6,1
"4689",63.7375,-149.3469,106.9,1.4,1
"4690",61.4957,-149.9432,44.4,1.2,1
"4691",58.17167,-155.36817,0.42,0.05,1
"4692",65.6775,-171.5289,22.6,2.1,1
"4693",61.3516,-150.0321,40.3,1,1
"4694",38.81767,-122.7925,3.82,1.02,2
"4695",50.7685,179.0607,10,2.5,13
"4696",-0.848,-22.1873,10,4.8,13
"4697",38.82033,-122.79333,3.94,0.66,2
"4698",61.4814,-149.9228,31.8,0.9,1
"4699",-2.3505,101.9054,151.62,4.3,13
"4700",34.05183,-118.85667,2.79,2.76,2
"4701",33.49483,-116.79283,4.51,0.18,2
"4702",61.5177,-149.9281,42.4,1,1
"4703",61.3514,-150.0269,41,2.1,1
"4704",51.8846,-175.5805,85.4,2.3,1
"4705",33.507,-116.7975,3.92,0.5,2
"4706",-22.6207,-69.0486,114.89,4.2,13
"4707",17.9305,-66.9048,13,1.99,3
"4708",61.4048,-150.0905,43.2,1.3,1
"4709",31.1623,130.4412,155.24,4.2,13
"4710",37.64117,-118.813,2.56,1.59,2
"4711",33.103,-116.50883,10.18,0.84,2
"4712",61.577,-141.3736,2.5,1.2,1
"4713",60.3235,-152.3515,88.3,1.6,1
"4714",33.486,-116.7935,3.89,1.41,2
"4715",-33.3262,-70.2288,112.76,4.2,13
"4716",58.27567,-155.0015,4.25,-0.68,1
"4717",61.3688,-150.0708,37.9,1.7,1
"4718",44.56733,-110.97167,13.21,2.02,14
"4719",61.3605,-149.8925,38.6,1.1,1
"4720",45.357,-112.684,6.07,1.03,7
"4721",62.0793,-147.9883,30.1,1.8,1
"4722",51.7788,-173.1408,35,2.8,13
"4723",33.71017,-118.22383,8.63,1.52,2
"4724",59.6251,-152.6882,10,1.5,1
"4725",33.48217,-116.78783,4.43,0.79,2
"4726",36.7654,-116.2483,6.3,-0.1,9
"4727",37.91333,-122.17367,0.81,1.07,2
"4728",33.47883,-116.78817,5.16,1.26,2
"4729",69.5049,-144.0964,13.7,2,1
"4730",59.4646,-151.841,54.7,1.6,1
"4731",33.5195,-116.79783,4.49,0.37,2
"4732",36.592,-116.2491,8.3,0,9
"4733",65.1522,-148.9718,3.9,0.7,1
"4734",33.18667,-115.60117,2.95,1.29,2
"4735",2.468,96.831,39.13,4.3,13
"4736",62.0916,-148.743,29.9,1.4,1
"4737",61.3656,-150.0844,43.2,1.9,1
"4738",33.1865,-115.60067,2.52,1.74,2
"4739",33.22733,-116.74533,10.53,1.94,2
"4740",61.4769,-149.9402,39.9,1.1,1
"4741",51.7815,-174.5125,21.8,2.3,1
"4742",61.3155,-149.9634,45.3,1.6,1
"4743",33.22783,-116.74467,11,1.62,2
"4744",59.8117,-148.0729,7.8,1.9,1
"4745",65.16,-148.9956,7.2,0.9,1
"4746",61.1346,-151.2216,62.3,0.9,1
"4747",64.3674,-150.9051,9.6,1,1
"4748",61.4373,-149.8634,32.4,1.1,1
"4749",38.83167,-122.772,1.37,0.97,2
"4750",33.5185,-116.79567,5.15,0.49,2
"4751",65.1416,-149.0119,20.4,3.4,1
"4752",61.4656,-150.1395,28.5,1,1
"4753",33.49167,-116.7925,4.62,0.91,2
"4754",-22.0416,-66.1905,302.09,4.3,13
"4755",33.9195,-116.76917,17.89,1.55,2
"4756",61.4987,-149.9448,40.7,2.3,1
"4757",63.4653,-151.328,8.3,1,1
"4758",-18.881,-69.4358,110.44,4.2,13
"4759",38.77667,-122.7245,1.16,1.23,2
"4760",33.181,-115.59583,2.87,1.77,2
"4761",33.18233,-115.59267,3.75,1.76,2
"4762",33.1815,-115.59117,3.78,1.48,2
"4763",33.18117,-115.60417,4.09,1.54,2
"4764",51.3972,-176.4614,6.7,1.5,1
"4765",62.5354,-151.3607,89,1.5,1
"4766",39.67467,-77.93167,5,1.58,6
"4767",38.03417,-118.956,6.08,1.3,2
"4768",38.84233,-122.87633,3.27,0.84,2
"4769",69.3605,-143.7088,9.9,1.6,1
"4770",33.174,-115.57983,4.75,2.01,2
"4771",33.18417,-115.60133,3.02,2,2
"4772",64.6028,-149.2458,18.9,1.1,1
"4773",37.1402,-116.2746,7.3,-0.1,9
"4774",67.1668,-143.0558,6.7,1,1
"4775",61.4195,-150.0265,40,1.3,1
"4776",34.1265,-116.984,12.48,1.21,2
"4777",62.0436,-148.5153,35.6,1.3,1
"4778",37.0741,-97.975,10,3.1,13
"4779",63.4178,-151.2643,10.6,1.6,1
"4780",60.6208,-152.3369,98,2.6,1
"4781",33.37983,-116.40767,11.85,0.88,2
"4782",48.12567,-123.26433,42.07,2.84,15
"4783",37.49183,-113.85233,9.4,1.69,14
"4784",37.63833,-118.80917,2.45,0.39,2
"4785",51.8335,-178.63533,2.78,0.34,1
"4786",33.50283,-116.79467,4.74,0.65,2
"4787",36.4365,22.32,10,4.5,13
"4788",33.17333,-115.60217,3.41,1.47,2
"4789",-4.4618,134.0336,10,4.7,13
"4790",37.1424,-116.2692,7.6,-0.2,9
"4791",-16.1823,-173.0719,35,4.8,13
"4792",57.7669,-156.2705,125.7,2.4,1
"4793",50.7626,-129.6421,10,4.9,13
"4794",38.77,-122.72267,1.15,1.03,2
"4795",33.60833,-116.72217,3.46,0.79,2
"4796",38.80783,-122.81167,1.34,0.92,2
"4797",61.7449,-151.7584,85.1,1.5,1
"4798",33.14417,-116.52233,8.67,1.43,2
"4799",19.414,-155.28017,0.91,1.81,4
"4800",37.5844,-115.7622,0,0.8,9
"4801",36.24383,-89.51,7.08,1.29,8
"4802",36.674,-116.2589,6.2,-0.1,9
"4803",33.18467,-115.6045,2.85,1.91,2
"4804",-14.3605,167.3224,182.41,5.1,13
"4805",33.18033,-115.60433,2.9,3.12,2
"4806",7.4036,94.3739,88,5.4,13
"4807",61.3679,-150.1282,41.3,1.2,1
"4808",33.1875,-115.60117,2.97,1.86,2
"4809",33.18183,-115.60767,2.85,3.9,2
"4810",-10.6792,113.417,10,4.2,13
"4811",61.473,-149.9091,31.3,1.4,1
"4812",47.74933,-114.22383,3.06,1.24,7
"4813",62.9227,-150.5379,88.6,1.4,1
"4814",42.0217,142.5733,63.72,4.8,13
"4815",35.328,-118.54417,7.18,1.35,2
"4816",51.827,-179.08833,3.42,0.99,1
"4817",42.01733,-112.03283,4.15,0.97,14
"4818",55.9848,-159.203,76.6,2.9,1
"4819",61.9506,-147.84,30.2,1.5,1
"4820",45.86617,-111.34383,5.98,1.03,7
"4821",46.521,-112.46817,16.14,1.05,7
"4822",60.2385,-153.1637,126.8,1.6,1
"4823",33.54,-116.71433,2.25,0.59,2
"4824",62.8747,-150.9603,99,1.3,1
"4825",60.251,-150.5822,43.2,1.3,1
"4826",33.4895,-116.79483,4.28,1.17,2
"4827",36.24467,-89.512,7.21,1.19,8
"4828",35.329,-118.54567,5.83,1.32,2
"4829",37.644,-118.816,1.72,0.7,2
"4830",37.6425,-118.9155,2.98,-0.1,2
"4831",36.9714,-117.4812,0,0.7,9
"4832",36.016,-117.8095,1.91,0.32,2
"4833",37.63983,-118.81367,2.39,1.51,2
"4834",61.4965,-149.9164,42.1,1.3,1
"4835",68.9633,-146.6471,24.7,1.1,1
"4836",61.2914,-150.1152,42.5,1.4,1
"4837",61.5327,-141.3109,4.3,1.2,1
"4838",61.6716,-151.8972,101,1.8,1
"4839",64.9717,-147.3038,0,1.4,1
"4840",61.4877,-149.9205,43.6,1.3,1
"4841",-25.0815,179.8036,497.89,4.2,13
"4842",17.94,-66.387,16,1.66,3
"4843",37.641,-118.81633,2.37,1.5,2
"4844",35.96967,-120.52733,6.77,1.29,2
"4845",2.1599,126.7181,47.92,4.2,13
"4846",33.2285,-116.74333,10.09,0.83,2
"4847",61.4067,-150.016,41,1.6,1
"4848",-9.697,107.2657,10,4.3,13
"4849",37.85417,-122.2395,11.17,1.15,2
"4850",47.56417,-114.1115,1.1,-0.51,7
"4851",35.83917,-117.57983,10.02,1.23,2
"4852",33.679,-117.363,9.02,0.46,2
"4853",27.0774,88.9007,10,3.8,13
"4854",63.5253,-148.0063,15.7,0.9,1
"4855",33.99517,-116.93967,7.86,0.96,2
"4856",17.95,-67.8365,2,2.78,3
"4857",63.5191,-148.0305,13,0.9,1
"4858",65.5904,-164.213,16.8,1.9,1
"4859",-28.7531,-12.8044,10,4.6,13
"4860",61.4455,-149.9249,38.9,1.1,1
"4861",18.1521,-67.0855,15,2.3,3
"4862",-12.7857,45.4433,10,4.1,13
"4863",72.3782,5.5829,10,4.6,13
"4864",63.0494,-151.6865,10,0.8,1
"4865",62.1932,-151.3499,81.2,1.2,1
"4866",18.9793,-64.7436,96,3.38,3
"4867",-17.0837,35.0378,10,4.1,13
"4868",34.02333,-117.08617,17.53,0.89,2
"4869",62.0907,-151.2639,1.1,1.4,1
"4870",38.7279,-118.6707,0.1,1,9
"4871",69.1336,-144.7551,16.1,1.6,1
"4872",36.24483,-89.51233,7.35,1.17,8
"4873",37.49467,-113.84917,8.89,3.82,14
"4874",37.49583,-113.85,6.92,2.79,14
"4875",61.42983,-152.2895,3.31,-0.17,1
"4876",24.8046,96.3344,10,4.7,13
"4877",33.97,-116.93283,16.61,2.07,2
"4878",44.77483,-112.97667,3.33,0.86,7
"4879",-7.4685,128.1384,149.61,4.1,13
"4880",61.7731,-149.9894,44.7,1.3,1
"4881",33.4995,-116.80567,2.01,0.94,2
"4882",39.2801,-115.0739,2,2.1,9
"4883",19.7398,-68.359,41,3.12,3
"4884",61.4134,-150.0874,37.5,1.1,1
"4885",37.64217,-118.81717,1.69,0.79,2
"4886",61.5709,-146.4276,28.8,1.7,1
"4887",33.22633,-116.73883,11.56,1.17,2
"4888",59.8264,-153.4569,122.8,1.8,1
"4889",61.4933,-149.9145,41.9,1,1
"4890",37.06117,-97.65783,5.33,1.69,5
"4891",62.2127,-147.9355,19.2,2.4,1
"4892",64.8702,-148.209,11.7,0.6,1
"4893",47.56917,-122.7395,17.37,0.99,15
"4894",62.1882,-147.9888,34.6,1.5,1
"4895",47.12583,-121.99733,17.78,0.73,15
"4896",62.9649,-151.042,119.1,1.8,1
"4897",53.5876,-166.4931,65.9,2.8,13
"4898",43.5223,-105.1723,0,3.3,13
"4899",46.0145,-112.4775,-2,1.68,7
"4900",61.3953,-150.0718,43.8,1.1,1
"4901",36.7565,-116.2719,6.6,-0.2,9
"4902",37.265,-121.47,7.81,1.27,2
"4903",34.99267,-118.18,-0.8,1.43,2
"4904",65.5947,-147.8818,9.3,1.2,1
"4905",-15.1434,-173.3731,9.06,4.5,13
"4906",59.8403,-152.9383,101.9,1.7,1
"4907",61.5038,-149.9309,46.2,1.4,1
"4908",61.433,-150.0464,46.9,1.2,1
"4909",37.64083,-118.81433,1.64,1.25,2
"4910",29.8671,-114.0912,10,4.3,13
"4911",38.835,-122.783,1.49,1.4,2
"4912",38.81433,-122.832,1.24,0.88,2
"4913",19.2175,-155.38033,33.18,1.64,4
"4914",33.4945,-116.7925,4.55,0.53,2
"4915",38.2513,-118.521,5.3,0,9
"4916",-3.1504,146.4245,10,4.5,13
"4917",37.64067,-118.81433,2.2,0.77,2
"4918",59.6302,-150.214,16.1,1.1,1
"4919",60.6481,-151.9288,81.2,1.5,1
"4920",51.78317,-178.80833,13.12,0.43,1
"4921",38.803,-122.73883,0.36,2.12,2
"4922",61.3025,-150.0673,42.4,1.4,1
"4923",51.2835,-177.0266,35,3.3,13
"4924",36.57167,-121.1325,6.38,1.17,2
"4925",61.4866,-149.9836,47.5,1.1,1
"4926",61.4034,-150.0878,44.1,1.3,1
"4927",36.79733,-113.53333,0.89,1.62,14
"4928",36.24333,-89.5125,7.1,1.4,8
"4929",38.8315,-122.79784,1.93,0.9,2
"4930",61.0607,-148.1923,9.9,1.1,1
"4931",38.83117,-122.79467,2.18,1.63,2
"4932",37.86067,-122.24517,11.28,1.2,2
"4933",65.164,-151.5512,11.7,1.6,1
"4934",38.82017,-122.814,3.21,1.03,2
"4935",45.1149,-70.8306,7.57,2.3,13
"4936",62.4121,-150.6811,65.5,1.2,1
"4937",64.3249,-148.5864,1.9,0.7,1
"4938",33.512,-116.7985,5.1,0.45,2
"4939",34.32517,-117.67117,6.79,0.52,2
"4940",37.40483,-118.60517,10.24,1.98,2
"4941",17.9515,-67.0268,12,1.52,3
"4942",61.2169,-150.8893,64.4,1.5,1
"4943",18.6218,-67.0213,74,2.45,3
"4944",37.1328,-115.5756,12.1,0.8,9
"4945",61.4056,-150.069,41.9,2.4,1
"4946",-24.673,179.9553,534.68,4.3,13
"4947",38.80583,-122.73517,1.54,1.21,2
"4948",65.7697,-140.9798,12.3,1.4,1
"4949",-29.9484,166.3441,10,4.3,13
"4950",65.7628,-140.9954,13.31,2.9,13
"4951",37.63533,-118.96867,4.15,0.36,2
"4952",61.3618,-150.0266,46,1.2,1
"4953",33.48817,-116.78967,5.01,0.54,2
"4954",36.7027,-116.3032,9.9,0.2,9
"4955",37.64167,-118.8165,2.25,0.94,2
"4956",38.3243,-115.7147,12.9,1.6,9
"4957",42.17567,-123.973,34.13,1.54,15
"4958",38.3602,-118.9078,14.7,0.7,9
"4959",44.365,-110.637,2.05,0.83,14
"4960",69.4675,-144.1508,10,1.7,1
"4961",17.9615,-66.788,26,1.84,3
"4962",60.6064,-142.5941,15.7,1.4,1
"4963",68.8786,-145.8599,23.6,1.3,1
"4964",61.4949,-149.8926,43.6,1.4,1
"4965",60.1947,-152.2922,89.6,1.6,1
"4966",19.4115,-155.28767,-0.1,1.47,4
"4967",19.41433,-155.29384,0.08,2.17,4
"4968",38.8355,-122.799,1.95,2.44,2
"4969",61.4561,-149.9193,46.9,1,1
"4970",61.3888,-150.0774,42,1.4,1
"4971",37.64233,-118.813,2.2,0.87,2
"4972",60.0347,-143.1457,21,1.8,1
"4973",51.79033,-178.77583,9.17,0.02,1
"4974",60.5619,-152.8731,9.1,0.3,1
"4975",61.1093,-148.7286,30.9,1.8,1
"4976",36.6197,-116.0383,0,0,9
"4977",33.50783,-116.79467,6.15,0.43,2
"4978",33.68367,-116.71783,15.62,0.5,2
"4979",-3.0073,146.4389,10,4.3,13
"4980",52.2717,-174.9635,72.3,2,1
"4981",60.3016,-152.2456,91.8,1.7,1
"4982",-2.8718,-76.1302,38.28,4.2,13
"4983",42.52233,-111.42283,7.6,1.49,14
"4984",55.2666,-160.4804,55.9,2.2,1
"4985",64.7338,-148.7802,15.8,0.5,1
"4986",37.84783,-122.23933,10.34,0.87,2
"4987",59.5762,-152.6482,67.1,1.5,1
"4988",37.85333,-122.23633,10.75,1.92,2
"4989",37.85,-122.24083,10.88,1.1,2
"4990",37.853,-122.24067,10.78,1.83,2
"4991",37.846,-122.248,10.18,3.43,2
"4992",61.4503,-149.9371,43.9,2.3,1
"4993",18.7996,-67.6893,9,2.57,3
"4994",38.80583,-122.77717,2.25,1.24,2
"4995",44.632,-112.82367,5.98,0.52,7
"4996",69.608,-145.0497,17.5,1.3,1
"4997",61.532,-149.8876,46.2,1.2,1
"4998",44.6706,146.4234,168.51,4.3,13
"4999",65.2738,-165.4279,9.8,0.8,1
"5000",61.5879,-146.3867,28.1,1.4,1
"5001",33.49467,-116.7965,4.26,0.45,2
"5002",35.2557,-97.8614,5,2.4,13
"5003",32.21733,-115.24667,18.32,2.25,2
"5004",39.1504,-119.6006,7.8,1.1,9
"5005",60.6662,-152.0187,91.9,1.4,1
"5006",56.2613,-149.2991,20.39,3.1,13
"5007",46.897,-112.51367,15.12,1.19,7
"5008",38.82067,-122.78983,1.59,0.5,2
"5009",32.21317,-115.23333,20.29,2.9,2
"5010",38.6454,-118.8017,8.7,1.1,9
"5011",38.64,-118.8056,5.4,1.4,9
"5012",39.1538,-119.6064,7.5,1.2,9
"5013",3.5299,128.7263,10,4.3,13
"5014",33.25133,-116.40683,6.97,1.02,2
"5015",38.80967,-122.82317,1.64,1.27,2
"5016",61.0007,-154.1317,8.5,0.9,1
"5017",3.5808,128.6696,10,5.1,13
"5018",3.4827,128.6337,11,5.5,13
"5019",19.20333,-155.51783,33.97,3.24,4
"5020",19.3885,-155.30617,5.51,2.4,4
"5021",36.935,-121.66267,7.66,1.29,2
"5022",18.0093,-66.7918,17,2.08,3
"5023",56.5689,-149.0411,20.53,3,13
"5024",61.3906,-149.9916,47,1,1
"5025",53.5938,-165.773,47,1.7,1
"5026",17.8913,-68.6013,133,3.26,3
"5027",57.3437,-154.1824,40.4,2.6,1
"5028",55.407,-161.792,15.95,-0.3,1
"5029",33.889,-116.81617,17.94,0.83,2
"5030",36.68467,-121.398,7.28,1.63,2
"5031",36.9648,-116.0085,4.6,1,9
"5032",37.34867,-122.15883,6.67,2.27,2
"5033",61.5242,-149.9203,49,1.1,1
"5034",38.78183,-122.7255,0.48,0.69,2
"5035",61.3995,-150.0779,43.7,1.2,1
"5036",33.68167,-116.0195,4.26,1.13,2
"5037",-17.8463,-178.0551,519.65,4.1,13
"5038",37.52,-118.87717,-0.25,0.42,2
"5039",48.49833,-123.2615,26.18,2.18,15
"5040",63.0252,-151.0712,116.8,1.4,1
"5041",19.19567,-155.5025,35.01,1.88,4
"5042",33.1025,-116.5115,8.82,0.95,2
"5043",63.4662,-151.3913,0.3,0.8,1
"5044",38.80183,-122.82217,2.41,1.01,2
"5045",63.0998,-151.3442,10.5,0.9,1
"5046",45.85867,-111.36483,6,0.74,7
"5047",33.51367,-116.799,4.1,0.38,2
"5048",64.9518,-162.5161,16.2,1.1,1
"5049",33.5125,-116.8015,4.47,1.14,2
"5050",61.4413,-149.8931,45,1.1,1
"5051",-43.829,-16.018,10,5.1,13
"5052",38.80983,-122.80717,3.34,0.85,2
"5053",52.0308,-170.7075,35,2.8,13
"5054",-15.1184,-173.3482,10,5.1,13
"5055",37.64333,-118.81617,1.64,0.56,2
"5056",61.3883,-150.0653,45.4,1.6,1
"5057",37.53933,-118.833,6.18,1.38,2
"5058",61.3599,-150.0606,41.3,1.6,1
"5059",58.154,-156.5449,6,1.3,1
"5060",60.6773,-143.0801,19.6,1.1,1
"5061",38.8055,-122.7825,0.86,0.74,2
"5062",37.4715,-119.00683,2.82,1.36,2
"5063",69.5529,-144.4613,10.4,2.1,1
"5064",60.0711,-152.7729,96.9,1.6,1
"5065",33.399,-116.38717,7.4,0.83,2
"5066",14.9115,-92.632,74.28,4,13
"5067",33.91767,-116.82033,4.4,1.06,2
"5068",-13.3012,166.6701,49.82,4.5,13
"5069",37.6608,-105.4849,6.14,0.9,13
"5070",54.9032,-159.9356,17.9,2.3,1
"5071",37.64167,-118.815,2.18,0.83,2
"5072",36.05467,-117.65433,1.82,0.91,2
"5073",61.3971,-150.0421,40.1,2.1,1
"5074",37.98333,-118.67117,4.84,1.77,2
"5075",40.5515,-119.6515,3.2,1.9,9
"5076",64.4109,-158.4435,15.2,0.9,1
"5077",61.499,-149.7872,51.7,1.5,1
"5078",69.4806,-144.134,14.8,1.1,1
"5079",33.62417,-116.64833,16.61,0.62,2
"5080",38.7039,-118.6238,6.4,1,9
"5081",37.6395,-118.81417,2.51,2.26,2
"5082",19.5611,-68.151,95,2.77,3
"5083",34.45417,-117.93883,8.66,2.31,2
"5084",69.1384,-144.6874,22.6,1.2,1
"5085",46.89233,-112.55483,13.45,0.96,7
"5086",63.3192,-151.0857,16.1,1.1,1
"5087",65.0783,-165.6396,6.7,1.3,1
"5088",-55.3384,-26.8191,10,4.5,13
"5089",60.1113,-153.5163,159.2,3.1,1
"5090",59.8202,-136.6313,4.3,1.2,1
"5091",61.623,-150.2581,51.1,1.1,1
"5092",61.3045,-150.1079,40.9,1.7,1
"5093",38.7915,-122.75383,0.86,1.26,2
"5094",37.2108,-116.6884,12.3,0.1,9
"5095",56.2695,-159.5244,115.2,2.4,1
"5096",51.5913,-177.7841,40.8,2,1
"5097",36.7412,-116.2525,9.7,-0.3,9
"5098",61.4845,-149.9112,46.1,1.4,1
"5099",66.0161,-141.5647,10.5,1.5,1
"5100",59.9898,-157.3522,13.7,1.4,1
"5101",63.1238,-150.6364,114.7,1.4,1
"5102",18.191,-67.0931,32,1.29,3
"5103",18.429,-67.8618,139,3.04,3
"5104",61.1345,-150.0773,13.3,1.2,1
"5105",37.4195,-118.0403,3.4,0,9
"5106",60.715,-152.7744,120.8,1.7,1
"5107",69.4911,-144.151,9.4,1.2,1
"5108",35.6325,-97.1518,6.44,2,13
"5109",61.3764,-151.3693,71.2,1.1,1
"5110",58.8927,-152.9331,58.6,1.7,1
"5111",44.81017,-74.92717,2,0.82,6
"5112",61.4653,-149.9063,42.6,1.8,1
"5113",38.3208,-118.9844,7.3,1.9,9
"5114",35.67867,-90.3765,8.33,2.22,8
"5115",-21.7795,169.0165,10,5.3,13
"5116",53.89267,-166.86183,8.46,-0.31,1
"5117",61.5198,-149.9013,46.2,1,1
"5118",58.25133,-155.17617,2.17,-0.1,1
"5119",69.5678,-144.7279,11.9,1.3,1
"5120",37.0811,-97.3681,5,2.4,13
"5121",61.1131,-151.8446,84.8,1.1,1
"5122",46.8455,-112.43317,16.93,0.96,7
"5123",58.20583,-155.374,0.78,-0.11,1
"5124",37.0938,-97.3656,5,2.4,13
"5125",37.0649,-97.3543,5,4,13
"5126",68.8819,-145.3765,17.5,1.6,1
"5127",60.857,-149.269,31,1,1
